adj_left adj_right conseq_pro_3 conseq_pro_4 conseq_pro_>4 num_words pro sent_id shift swap
0 2 0 0 0 3 3 26403 3 0
10 6 0 0 0 17 10 37512 17 0
7 9 0 0 0 17 8 13086 17 0
3 1 0 0 0 5 3 2130 5 0
8 8 0 0 0 17 10 33304 19 2
24 14 0 0 0 39 19 6454 57 18
11 9 0 0 0 21 12 24314 21 0
10 10 0 0 0 21 12 22580 34 13
7 6 0 0 0 14 9 29259 14 0
5 9 0 0 0 15 8 30207 15 0
30 11 0 0 0 42 23 2685 44 2
6 7 0 0 0 14 7 36233 14 0
13 9 0 0 0 23 10 10217 23 0
4 1 0 0 0 6 4 31977 6 0
30 12 0 0 0 43 24 23302 43 0
8 12 0 0 0 21 11 34488 24 3
1 1 0 0 0 3 2 13991 3 0
7 2 0 0 0 10 5 30404 10 0
25 10 0 0 0 36 21 1448 37 1
12 8 0 0 0 21 10 7523 22 1
1 1 0 0 0 3 2 13027 3 0
3 1 0 0 0 5 4 22089 5 0
9 7 0 0 0 17 10 37389 17 0
1 4 0 0 0 6 3 21904 6 0
11 10 0 0 0 22 12 31793 22 0
15 5 0 0 0 21 10 26835 23 2
0 0 0 0 0 1 1 23486 1 0
18 14 0 0 0 33 16 35046 33 0
11 7 0 0 0 19 9 34450 19 0
8 5 0 0 0 14 6 1499 14 0
2 5 0 0 0 8 2 1134 8 0
6 10 0 0 0 17 8 29099 17 0
9 3 0 0 0 13 7 16070 13 0
14 7 0 0 0 22 13 11010 22 0
17 13 0 0 0 31 16 16762 44 13
13 3 0 0 0 17 9 18860 19 2
10 11 0 0 0 22 11 6215 22 0
6 6 0 0 0 13 7 13639 13 0
13 5 0 0 0 19 11 34480 19 0
7 0 0 0 0 8 5 23585 8 0
14 8 0 0 0 23 11 4697 24 1
2 1 0 0 0 4 2 15122 4 0
9 9 0 0 0 19 10 13542 19 0
7 10 0 0 0 18 7 3526 18 0
8 13 0 0 0 22 9 17759 22 0
5 4 0 0 0 10 5 36776 10 0
15 7 0 0 0 23 10 36551 23 0
3 3 0 0 0 7 4 3088 7 0
19 9 0 0 0 29 12 30656 29 0
4 7 0 0 0 12 5 17684 12 0
5 3 0 0 0 9 7 22892 12 3
16 11 0 0 0 28 14 10211 33 5
17 10 0 0 0 28 11 36992 28 0
8 3 0 0 0 12 6 7722 12 0
0 1 0 0 0 2 2 20228 2 0
5 6 0 0 0 12 7 25972 17 5
6 3 0 0 0 10 5 7100 10 0
4 2 0 0 0 7 3 23023 7 0
0 2 0 0 0 3 1 12277 3 0
13 15 0 0 0 29 12 22185 29 0
5 4 0 0 0 10 5 12543 11 1
5 5 0 0 0 11 6 17955 11 0
0 0 0 0 0 1 1 8157 1 0
4 1 0 0 0 6 3 1453 6 0
0 0 0 0 0 1 1 7172 1 0
17 2 0 0 0 20 12 21842 20 0
17 18 0 0 0 36 18 25102 45 9
11 4 0 0 0 16 7 38200 16 0
20 8 0 0 0 29 15 9381 35 6
5 5 0 0 0 11 6 27440 11 0
6 6 0 0 0 13 9 33326 15 2
10 15 0 0 0 26 12 9710 30 4
3 1 0 0 0 5 3 15874 5 0
3 0 0 0 0 4 1 29680 4 0
9 18 0 0 0 28 14 4879 28 0
27 5 0 0 0 33 17 2815 49 16
2 10 0 0 0 13 6 37355 13 0
6 5 0 0 0 12 6 25412 13 1
8 9 0 0 0 18 8 15928 18 0
13 9 0 0 0 23 13 10820 23 0
4 4 0 0 0 9 5 28070 9 0
0 5 0 0 0 6 3 19742 6 0
4 4 0 0 0 9 5 29798 9 0
14 16 0 0 0 31 14 37209 31 0
15 13 0 0 0 29 12 10566 29 0
12 20 0 0 0 33 13 26624 34 1
5 1 0 0 0 7 5 3611 7 0
13 5 0 0 0 19 8 26463 20 1
11 20 0 0 0 32 14 29909 32 0
9 22 0 0 0 32 16 8911 32 0
12 9 0 0 0 22 11 10900 22 0
5 0 0 0 0 6 4 17956 6 0
12 10 0 0 0 23 12 37365 23 0
8 4 0 0 0 13 5 21646 13 0
14 18 0 0 0 33 11 417 33 0
42 22 0 0 0 65 26 27824 79 14
7 3 0 0 0 11 4 13732 11 0
7 7 0 0 0 15 7 32341 15 0
12 5 0 0 0 18 8 1096 18 0
12 5 0 0 0 18 8 32812 18 0
15 10 0 0 0 26 14 36572 33 7
7 3 0 0 0 11 5 13516 11 0
13 2 0 0 0 16 10 26724 16 0
0 0 0 0 0 1 1 27494 1 0
7 6 0 0 0 14 8 26726 14 0
20 9 0 0 0 30 13 8645 30 0
17 4 0 0 0 22 9 17905 22 0
10 11 0 0 0 22 11 18112 23 1
10 6 0 0 0 17 8 3645 17 0
18 16 0 0 0 35 15 37379 40 5
2 1 0 0 0 4 3 32029 4 0
14 5 0 0 0 20 8 35323 26 6
7 4 0 0 0 12 7 20987 14 2
8 9 0 0 0 18 10 39611 18 0
2 3 0 0 0 6 4 11806 6 0
11 7 0 0 0 19 10 24597 23 4
5 3 0 0 0 9 5 32601 9 0
9 5 0 0 0 15 6 3617 15 0
16 5 0 0 0 22 10 6 22 0
5 0 0 0 0 6 4 40063 6 0
28 14 0 0 0 43 17 13736 43 0
10 3 0 0 0 14 7 7094 14 0
7 6 0 0 0 14 7 11667 14 0
6 5 0 0 0 12 7 6846 16 4
10 11 0 0 0 22 11 15137 26 4
9 4 0 0 0 14 6 22358 14 0
19 11 0 0 0 31 13 20917 31 0
8 12 0 0 0 21 6 16440 21 0
20 16 0 0 0 37 17 31535 38 1
12 13 0 0 0 26 11 30555 32 6
1 1 0 0 0 3 2 6658 3 0
8 3 0 0 0 12 7 11342 12 0
4 1 0 0 0 6 2 15699 6 0
2 3 0 0 0 6 3 14848 6 0
7 4 0 0 0 12 6 39688 12 0
8 3 0 0 0 12 6 17820 12 0
8 12 0 0 0 21 10 22808 21 0
5 12 0 0 0 18 8 39765 18 0
11 9 0 0 0 21 9 13769 21 0
3 4 0 0 0 8 4 16214 8 0
9 5 0 0 0 15 6 13404 15 0
10 3 0 0 0 14 9 20147 14 0
15 17 0 0 0 33 13 8764 33 0
10 13 0 0 0 24 10 26547 24 0
6 12 0 0 0 19 9 455 19 0
1 5 0 0 0 7 4 9692 7 0
10 9 0 0 0 20 10 15841 20 0
12 10 0 0 0 23 9 31493 23 0
7 6 0 0 0 14 6 4103 14 0
14 18 0 0 0 33 12 1642 33 0
20 10 0 0 0 31 15 6593 37 6
5 10 0 0 0 16 7 16935 16 0
8 20 0 0 0 29 13 25592 29 0
31 19 0 0 0 51 21 21864 51 0
5 11 0 0 0 17 7 28521 20 3
11 10 0 0 0 22 10 28392 30 8
8 3 0 0 0 12 7 15417 12 0
7 3 0 0 0 11 5 18627 11 0
12 5 0 0 0 18 7 11417 18 0
3 10 0 0 0 14 6 32210 14 0
7 4 0 0 0 12 6 6335 12 0
2 0 0 0 0 3 2 8649 3 0
3 11 0 0 0 15 6 8544 15 0
6 3 0 0 0 10 6 23916 14 4
46 7 0 0 0 54 22 33749 54 0
0 0 0 0 0 1 1 25586 1 0
15 18 0 0 0 34 15 3170 34 0
1 4 0 0 0 6 3 35284 6 0
28 23 0 0 0 52 20 9290 55 3
7 0 0 0 0 8 5 4905 8 0
6 3 0 0 0 10 5 12702 10 0
12 6 0 0 0 19 9 21485 19 0
4 17 0 0 0 22 9 36720 24 2
5 1 0 0 0 7 4 18765 7 0
17 7 0 0 0 25 14 39631 25 0
5 1 0 0 0 7 4 16607 7 0
3 3 0 0 0 7 4 25233 7 0
0 5 0 0 0 6 3 1254 6 0
9 3 0 0 0 13 7 2620 13 0
11 9 0 0 0 21 10 807 21 0
0 2 0 0 0 3 4 34029 3 0
1 0 0 0 0 2 2 21264 2 0
6 4 0 0 0 11 5 17574 11 0
12 9 0 0 0 22 9 15367 22 0
10 4 0 0 0 15 6 16947 15 0
27 18 0 0 0 46 24 29793 50 4
11 6 0 0 0 18 8 1461 18 0
2 5 0 0 0 8 3 12842 8 0
0 5 0 0 0 6 3 36231 6 0
0 2 0 0 0 3 3 4292 3 0
2 3 0 0 0 6 4 33388 6 0
7 4 0 0 0 12 5 18044 12 0
17 14 0 0 0 32 18 7227 32 0
5 10 0 0 0 16 6 12222 16 0
17 8 0 0 0 26 12 1846 35 9
9 8 0 0 0 18 7 15612 18 0
14 17 0 0 0 32 14 21649 32 0
22 12 0 0 0 35 14 18171 35 0
18 13 0 0 0 32 14 15945 32 0
29 16 0 0 0 46 22 9083 46 0
3 5 0 0 0 9 5 22410 9 0
12 13 0 0 0 26 11 17583 29 3
3 3 0 0 0 7 4 13114 7 0
19 18 0 0 0 38 21 794 38 0
0 2 0 0 0 3 3 16612 3 0
0 0 0 0 0 1 1 200 1 0
8 4 0 0 0 13 6 15513 13 0
10 5 0 0 0 16 8 23912 16 0
6 1 0 0 0 8 4 16086 8 0
7 18 0 0 0 26 11 18060 26 0
10 8 0 0 0 19 8 16448 19 0
7 6 0 0 0 14 7 6866 17 3
11 7 0 0 0 19 8 6747 19 0
14 16 0 0 0 31 13 2729 37 6
12 6 0 0 0 19 8 5520 19 0
10 10 0 0 0 21 11 25265 21 0
41 24 0 0 0 66 31 6452 77 11
4 3 0 0 0 8 4 18668 12 4
17 8 0 0 0 26 9 23700 26 0
4 5 0 0 0 10 6 234 10 0
5 2 0 0 0 8 4 35260 8 0
17 12 0 0 0 30 12 4616 31 1
0 2 0 0 0 3 1 5400 3 0
10 8 0 0 0 19 7 19109 19 0
8 5 0 0 0 14 10 33331 14 0
13 5 0 0 0 19 9 22114 19 0
10 6 0 0 0 17 8 37479 27 10
2 3 0 0 0 6 4 39132 8 2
12 4 0 0 0 17 8 3257 17 0
8 4 0 0 0 13 6 15527 16 3
2 0 0 0 0 3 2 22720 3 0
22 12 0 0 0 35 12 12327 36 1
27 7 0 0 0 35 18 8008 41 6
22 4 0 0 0 27 14 7350 27 0
2 1 0 0 0 4 3 2008 4 0
10 5 0 0 0 16 8 29641 16 0
0 0 0 0 0 1 1 35901 1 0
16 5 0 0 0 22 8 1505 23 1
21 12 0 0 0 34 14 14162 35 1
4 6 0 0 0 11 6 31999 11 0
6 11 0 0 0 18 9 14853 21 3
16 9 0 0 0 26 14 22595 34 8
1 5 0 0 0 7 3 28755 7 0
4 4 0 0 0 9 6 38065 9 0
11 8 0 0 0 20 9 26768 24 4
17 4 0 0 0 22 10 38229 22 0
5 6 0 0 0 12 6 36697 12 0
14 5 0 0 0 20 5 293 20 0
22 3 0 0 0 26 12 35076 26 0
3 3 0 0 0 7 4 31271 7 0
6 9 0 0 0 16 10 1057 19 3
6 10 0 0 0 17 7 24371 17 0
4 3 0 0 0 8 5 9616 9 1
15 0 0 0 0 16 9 9394 17 1
6 2 0 0 0 9 5 35992 9 0
6 7 0 0 0 14 6 27202 14 0
3 0 0 0 0 4 1 35033 4 0
9 0 0 0 0 10 5 10449 10 0
16 8 0 0 0 25 12 9897 26 1
4 13 0 0 0 18 5 36881 18 0
1 1 0 0 0 3 2 6966 3 0
0 2 0 0 0 3 3 14175 3 0
0 0 0 0 0 1 1 12979 1 0
4 3 0 0 0 8 5 9563 12 4
7 0 0 0 0 8 3 18824 8 0
7 11 0 0 0 19 10 6656 19 0
11 6 0 0 0 18 8 20501 22 4
0 2 0 0 0 3 3 28527 3 0
11 8 0 0 0 20 9 14846 20 0
6 3 0 0 0 10 6 31852 10 0
6 5 0 0 0 12 6 18091 14 2
7 8 0 0 0 16 5 33141 16 0
11 11 0 0 0 23 10 21456 23 0
2 0 0 0 0 3 3 28906 3 0
9 3 0 0 0 13 7 36990 27 14
8 15 0 0 0 24 9 3425 24 0
18 2 0 0 0 21 11 18472 21 0
15 12 0 0 0 28 11 22117 41 13
3 3 0 0 0 7 4 32012 10 3
11 0 0 0 0 12 5 2962 12 0
23 23 0 0 0 47 21 6637 50 3
0 2 0 0 0 3 3 873 3 0
8 5 0 0 0 14 6 39327 14 0
8 5 0 0 0 14 4 15553 14 0
4 2 0 0 0 7 4 39925 7 0
22 15 0 0 0 38 19 14076 38 0
6 7 0 0 0 14 6 14599 14 0
14 19 0 0 0 34 16 19888 34 0
9 4 0 0 0 14 5 38899 15 1
8 3 0 0 0 12 8 35948 17 5
11 7 0 0 0 19 9 10056 19 0
9 4 0 0 0 14 7 37780 14 0
12 7 0 0 0 20 10 35733 20 0
8 9 0 0 0 18 9 31365 18 0
4 12 0 0 0 17 8 40126 17 0
2 7 0 0 0 10 2 4798 10 0
7 11 0 0 0 19 11 1495 19 0
2 4 0 0 0 7 4 34091 9 2
12 17 0 0 0 30 10 26071 32 2
7 9 0 0 0 17 9 14863 17 0
11 7 0 0 0 19 8 3075 25 6
10 5 0 0 0 16 9 37395 16 0
3 1 0 0 0 5 2 1565 5 0
14 22 0 0 0 37 17 20365 37 0
10 8 0 0 0 19 10 14278 20 1
9 8 0 0 0 18 11 3362 18 0
13 13 0 0 0 27 11 28925 28 1
5 8 0 0 0 14 6 13188 14 0
28 2 0 0 0 31 15 11252 32 1
7 5 0 0 0 13 5 10195 14 1
24 23 0 0 0 48 22 17732 52 4
3 1 0 0 0 5 4 26079 5 0
7 11 0 0 0 19 8 14302 24 5
4 6 0 0 0 11 6 668 11 0
5 6 0 0 0 12 6 34897 12 0
4 4 0 0 0 9 6 16091 13 4
16 5 0 0 0 22 13 25654 22 0
4 0 0 0 0 5 1 22758 5 0
4 2 0 0 0 7 4 12946 7 0
8 9 0 0 0 18 7 27153 18 0
1 3 0 0 0 5 3 26183 5 0
4 4 0 0 0 9 4 37562 9 0
6 1 0 0 0 8 4 10755 8 0
15 15 0 0 0 31 13 9354 31 0
23 11 0 0 0 35 17 13250 38 3
14 23 0 0 0 38 17 24662 42 4
6 8 0 0 0 15 6 15713 15 0
4 5 0 0 0 10 5 22970 12 2
24 13 0 0 0 38 15 36508 40 2
9 3 0 0 0 13 5 35038 19 6
6 9 0 0 0 16 8 24107 16 0
5 3 0 0 0 9 5 14995 9 0
3 0 0 0 0 4 3 26301 4 0
19 10 0 0 0 30 13 10806 33 3
18 6 0 0 0 25 10 3116 25 0
6 4 0 0 0 11 5 17652 11 0
0 2 0 0 0 3 3 39182 3 0
9 5 0 0 0 15 7 29510 16 1
6 6 0 0 0 13 7 10323 13 0
16 8 0 0 0 25 12 32941 25 0
6 8 0 0 0 15 7 35160 15 0
0 0 0 0 0 1 1 9673 1 0
34 7 0 0 0 42 16 13750 43 1
9 1 0 0 0 11 5 23087 11 0
12 12 0 0 0 25 9 31952 25 0
12 14 0 0 0 27 12 6704 27 0
16 6 0 0 0 23 10 23048 23 0
6 2 0 0 0 9 5 8014 9 0
5 1 0 0 0 7 3 16397 7 0
16 19 0 0 0 36 16 19673 36 0
12 7 0 0 0 20 9 15538 21 1
6 7 0 0 0 14 8 29821 14 0
10 15 0 0 0 26 11 5304 30 4
13 7 0 0 0 21 10 17401 21 0
0 2 0 0 0 3 1 407 3 0
8 14 0 0 0 23 10 540 23 0
0 2 0 0 0 3 3 13659 3 0
13 9 0 0 0 23 11 40165 28 5
5 6 0 0 0 12 6 31134 12 0
17 22 0 0 0 40 17 39788 40 0
9 8 0 0 0 18 10 24962 21 3
19 13 0 0 0 33 16 23046 39 6
17 9 0 0 0 27 13 22338 27 0
7 3 0 0 0 11 5 5877 11 0
3 7 0 0 0 11 4 36711 11 0
27 8 0 0 0 36 16 16851 54 18
12 2 0 0 0 15 7 37113 21 6
6 8 0 0 0 15 8 4503 23 8
11 12 0 0 0 24 11 4299 24 0
9 4 0 0 0 14 5 6304 14 0
10 2 0 0 0 13 6 19357 13 0
18 15 0 0 0 34 14 27292 34 0
12 6 0 0 0 19 8 33104 19 0
19 9 0 0 0 29 13 14949 30 1
0 0 0 0 0 1 1 7187 1 0
23 15 0 0 0 39 15 2299 39 0
3 7 0 0 0 11 3 13638 11 0
2 3 0 0 0 6 2 21447 6 0
6 1 0 0 0 8 4 29861 8 0
12 8 0 0 0 21 10 8613 21 0
16 18 0 0 0 35 15 1640 49 14
0 0 0 0 0 1 1 2443 1 0
6 7 0 0 0 14 7 20116 14 0
14 10 0 0 0 25 9 9345 25 0
6 5 0 0 0 12 5 3828 12 0
9 5 0 0 0 15 7 33734 15 0
11 11 0 0 0 23 11 5061 23 0
1 0 0 0 0 2 2 28581 2 0
2 2 0 0 0 5 3 20090 5 0
1 1 0 0 0 3 2 10289 3 0
26 10 0 0 0 37 14 35641 37 0
6 6 0 0 0 13 7 5915 13 0
1 4 0 0 0 6 4 34402 8 2
3 7 0 0 0 11 6 39748 11 0
8 0 0 0 0 9 5 35048 9 0
7 8 0 0 0 16 6 19854 16 0
10 9 0 0 0 20 7 16513 20 0
15 9 0 0 0 25 11 9484 32 7
6 2 0 0 0 9 5 30092 13 4
7 2 0 0 0 10 5 24748 10 0
1 2 0 0 0 4 3 19094 4 0
4 6 0 0 0 11 5 24048 11 0
12 4 0 0 0 17 11 6390 18 1
5 4 0 0 0 10 5 11386 10 0
12 4 0 0 0 17 9 22404 17 0
18 0 0 0 0 19 9 19811 19 0
6 1 0 0 0 8 5 12029 8 0
12 6 0 0 0 19 8 12169 19 0
2 3 0 0 0 6 2 39651 6 0
9 8 0 0 0 18 8 32259 18 0
5 5 0 0 0 11 6 20337 11 0
12 5 0 0 0 18 9 21222 18 0
6 3 0 0 0 10 4 32222 10 0
4 3 0 0 0 8 3 6380 8 0
11 19 0 0 0 31 14 2413 31 0
13 11 0 0 0 25 10 35296 25 0
0 0 0 0 0 1 1 5685 1 0
6 6 0 0 0 13 8 15374 17 4
18 7 0 0 0 26 10 13629 28 2
16 15 0 0 0 32 15 23107 32 0
4 9 0 0 0 14 8 24290 14 0
8 2 0 0 0 11 7 27207 13 2
14 7 0 0 0 22 9 18431 22 0
16 9 0 0 0 26 12 5100 26 0
7 8 0 0 0 16 7 28149 16 0
0 3 0 0 0 4 4 19578 4 0
16 8 0 0 0 25 18 33895 25 0
0 5 0 0 0 6 3 23083 6 0
12 15 0 0 0 28 11 27039 31 3
15 2 0 0 0 18 12 10225 22 4
0 0 0 0 0 1 1 33080 1 0
6 4 0 0 0 11 5 35344 11 0
4 5 0 0 0 10 3 16972 10 0
0 6 0 0 0 7 3 16857 7 0
10 9 0 0 0 20 12 32330 21 1
9 5 0 0 0 15 8 27214 19 4
15 18 0 0 0 34 13 29739 34 0
8 2 0 0 0 11 6 18591 11 0
13 3 0 0 0 17 10 6250 17 0
4 7 0 0 0 12 6 2831 12 0
9 9 0 0 0 19 8 38587 25 6
7 19 0 0 0 27 10 1089 31 4
7 7 0 0 0 15 8 7501 15 0
25 18 0 0 0 44 20 22474 44 0
0 4 0 0 0 5 4 18758 5 0
5 9 0 0 0 15 7 28830 15 0
16 4 0 0 0 21 10 8565 21 0
0 0 0 0 0 1 1 9559 1 0
19 10 0 0 0 30 15 24475 33 3
14 2 0 0 0 17 7 27322 17 0
2 1 0 0 0 4 2 38603 4 0
13 3 0 0 0 17 11 10009 25 8
2 7 0 0 0 10 3 12516 10 0
5 9 0 0 0 15 8 32903 19 4
9 13 0 0 0 23 11 38834 23 0
0 2 0 0 0 3 3 36695 3 0
1 0 0 0 0 2 2 10113 2 0
19 11 0 0 0 31 16 2172 34 3
6 9 0 0 0 16 7 19443 16 0
15 5 0 0 0 21 10 33887 21 0
1 4 0 0 0 6 3 5423 6 0
10 3 0 0 0 14 7 37378 15 1
11 28 0 0 0 40 16 37080 40 0
20 7 0 0 0 28 10 14150 40 12
1 4 0 0 0 6 3 17174 6 0
9 4 0 0 0 14 9 31394 18 4
12 15 0 0 0 28 14 2204 28 0
10 11 0 0 0 22 9 19681 22 0
25 12 0 0 0 38 15 13987 40 2
7 1 0 0 0 9 4 21063 9 0
8 6 0 0 0 15 5 31943 20 5
11 11 0 0 0 23 7 32656 23 0
8 2 0 0 0 11 5 31902 11 0
15 8 0 0 0 24 11 26470 30 6
0 4 0 0 0 5 4 12112 5 0
1 4 0 0 0 6 2 30779 6 0
11 8 0 0 0 20 11 46 22 2
21 10 0 0 0 32 14 15889 42 10
9 6 0 0 0 16 10 38047 16 0
19 13 0 0 0 33 14 2153 39 6
20 3 0 0 0 24 13 26955 25 1
2 2 0 0 0 5 2 7595 5 0
10 3 0 0 0 14 6 1473 14 0
10 21 0 0 0 32 14 25970 32 0
2 9 0 0 0 12 3 37235 12 0
13 11 0 0 0 25 10 30210 25 0
18 26 0 0 0 45 19 9499 56 11
1 4 0 0 0 6 4 12436 6 0
2 1 0 0 0 4 3 25737 4 0
3 1 0 0 0 5 5 35937 5 0
3 6 0 0 0 10 5 31116 10 0
0 0 0 0 0 1 1 17173 1 0
10 24 0 0 0 35 14 4826 35 0
6 5 0 0 0 12 4 20604 12 0
6 3 0 0 0 10 5 23873 10 0
14 8 0 0 0 23 10 7291 23 0
8 8 0 0 0 17 9 20779 23 6
6 10 0 0 0 17 7 33753 17 0
12 4 0 0 0 17 11 38413 21 4
22 4 0 0 0 27 15 9917 27 0
14 14 0 0 0 29 12 18838 35 6
9 12 0 0 0 22 10 16848 22 0
22 15 0 0 0 38 18 2703 38 0
21 15 0 0 0 37 12 2184 39 2
5 4 0 0 0 10 6 20651 10 0
8 1 0 0 0 10 6 14020 10 0
8 4 0 0 0 13 6 10865 13 0
21 11 0 0 0 33 16 18179 33 0
19 2 0 0 0 22 11 40302 22 0
26 4 0 0 0 31 18 14554 33 2
6 4 0 0 0 11 6 23328 11 0
3 6 0 0 0 10 5 4331 10 0
3 3 0 0 0 7 4 2764 7 0
16 9 0 0 0 26 11 28200 26 0
18 14 0 0 0 33 17 23575 34 1
7 17 0 0 0 25 10 24503 33 8
0 0 0 0 0 1 1 32530 1 0
4 12 0 0 0 17 7 1502 17 0
12 4 0 0 0 17 10 26666 17 0
2 1 0 0 0 4 2 31547 4 0
15 8 0 0 0 24 11 6007 26 2
2 8 0 0 0 11 4 30758 11 0
5 13 0 0 0 19 6 27607 19 0
2 3 0 0 0 6 6 1963 6 0
11 13 0 0 0 25 10 18471 25 0
6 0 0 0 0 7 3 24595 7 0
3 12 0 0 0 16 7 34871 16 0
6 4 0 0 0 11 6 36324 13 2
10 2 0 0 0 13 9 17687 13 0
12 7 0 0 0 20 8 36637 23 3
0 0 0 0 0 1 1 18629 1 0
10 6 0 0 0 17 8 30080 17 0
6 6 0 0 0 13 7 31805 13 0
2 8 0 0 0 11 4 30075 11 0
8 10 0 0 0 19 11 35257 25 6
8 5 0 0 0 14 6 1936 14 0
29 24 0 0 0 54 19 26986 55 1
9 5 0 0 0 15 8 33670 23 8
2 5 0 0 0 8 2 3066 8 0
3 6 0 0 0 10 5 27455 10 0
8 7 0 0 0 16 8 21579 16 0
4 3 0 0 0 8 5 40265 8 0
12 5 0 0 0 18 11 545 18 0
21 8 0 0 0 30 14 14298 40 10
7 2 0 0 0 10 6 38255 11 1
18 19 0 0 0 38 16 22021 42 4
8 7 0 0 0 16 8 16498 16 0
2 8 0 0 0 11 6 18913 11 0
9 10 0 0 0 20 9 19065 20 0
40 13 0 0 0 54 27 28029 57 3
2 8 0 0 0 11 5 1477 11 0
29 8 0 0 0 38 18 9226 46 8
8 5 0 0 0 14 8 2793 14 0
22 15 0 0 0 38 16 9657 39 1
2 5 0 0 0 8 3 30124 8 0
11 7 0 0 0 19 9 16662 19 0
10 3 0 0 0 14 7 28008 16 2
6 6 0 0 0 13 7 1099 17 4
16 10 0 0 0 27 12 18024 27 0
9 6 0 0 0 16 7 27879 16 0
13 11 0 0 0 25 13 18683 25 0
10 3 0 0 0 14 9 27103 14 0
12 14 0 0 0 27 12 21994 33 6
2 4 0 0 0 7 3 31536 7 0
11 5 0 0 0 17 9 8757 17 0
11 1 0 0 0 13 7 11202 13 0
18 14 0 0 0 33 15 22662 33 0
9 22 0 0 0 32 12 27417 36 4
14 15 0 0 0 30 15 35713 30 0
4 0 0 0 0 5 2 39936 5 0
7 2 0 0 0 10 4 2724 10 0
8 12 0 0 0 21 10 39695 25 4
6 1 0 0 0 8 4 23629 8 0
8 18 0 0 0 27 10 7388 28 1
5 6 0 0 0 12 4 10046 12 0
7 6 0 0 0 14 8 27436 14 0
0 1 0 0 0 2 2 34304 2 0
4 5 0 0 0 10 5 14531 10 0
14 9 0 0 0 24 12 36073 24 0
19 9 0 0 0 29 11 9780 32 3
4 9 0 0 0 14 5 3005 18 4
13 20 0 0 0 34 14 13630 37 3
10 9 0 0 0 20 10 29212 22 2
15 19 0 0 0 35 16 30964 47 12
10 12 0 0 0 23 11 10250 23 0
18 25 0 0 0 44 19 9170 44 0
4 4 0 0 0 9 5 17814 9 0
14 6 0 0 0 21 12 12989 21 0
12 8 0 0 0 21 12 22524 25 4
1 2 0 0 0 4 3 30658 4 0
14 6 0 0 0 21 12 30188 21 0
2 5 0 0 0 8 2 37532 8 0
1 2 0 0 0 4 3 19956 4 0
15 4 0 0 0 20 11 4525 21 1
5 8 0 0 0 14 7 35808 14 0
3 1 0 0 0 5 3 31337 6 1
12 1 0 0 0 14 8 381 14 0
12 13 0 0 0 26 14 31341 26 0
12 7 0 0 0 20 12 35115 20 0
2 0 0 0 0 3 3 9967 3 0
3 5 0 0 0 9 4 8512 9 0
7 3 0 0 0 11 6 36402 11 0
1 0 0 0 0 2 2 8917 2 0
10 18 0 0 0 29 11 17353 30 1
7 4 0 0 0 12 5 20718 12 0
16 8 0 0 0 25 10 22214 25 0
7 7 0 0 0 15 6 25169 15 0
4 0 0 0 0 5 1 8430 5 0
14 6 0 0 0 21 11 31951 23 2
6 6 0 0 0 13 8 24307 13 0
5 1 0 0 0 7 4 26381 7 0
9 2 0 0 0 12 6 25111 12 0
9 6 0 0 0 16 7 6480 17 1
6 2 0 0 0 9 6 31996 13 4
15 10 0 0 0 26 9 150 26 0
7 11 0 0 0 19 7 28823 19 0
10 9 0 0 0 20 12 8111 20 0
8 2 0 0 0 11 6 34738 13 2
7 5 0 0 0 13 7 12449 13 0
7 2 0 0 0 10 5 23950 10 0
9 3 0 0 0 13 5 29741 15 2
12 1 0 0 0 14 9 29482 14 0
9 0 0 0 0 10 6 31253 10 0
13 6 0 0 0 20 10 11841 22 2
8 8 0 0 0 17 8 921 18 1
15 15 0 0 0 31 13 35102 42 11
4 0 0 0 0 5 2 24996 5 0
7 11 0 0 0 19 8 12340 19 0
0 3 0 0 0 4 3 2253 4 0
10 8 0 0 0 19 11 11450 19 0
7 10 0 0 0 18 8 589 18 0
22 1 0 0 0 24 13 17606 24 0
20 26 0 0 0 47 21 28476 52 5
7 2 0 0 0 10 5 21622 10 0
2 6 0 0 0 9 5 14366 11 2
13 7 0 0 0 21 10 18526 23 2
9 8 0 0 0 18 8 4968 24 6
4 4 0 0 0 9 5 35232 9 0
17 28 0 0 0 46 15 4356 46 0
18 3 0 0 0 22 10 21071 24 2
1 2 0 0 0 4 3 34695 4 0
4 3 0 0 0 8 3 16917 11 3
3 0 0 0 0 4 2 39826 4 0
5 4 0 0 0 10 6 37008 15 5
9 7 0 0 0 17 9 8433 17 0
8 4 0 0 0 13 5 4070 15 2
11 8 0 0 0 20 8 4160 20 0
8 9 0 0 0 18 10 3600 30 12
0 2 0 0 0 3 1 35560 3 0
6 8 0 0 0 15 7 5394 16 1
11 4 0 0 0 16 9 8696 16 0
9 2 0 0 0 12 10 15782 12 0
11 5 0 0 0 17 8 31855 17 0
1 0 0 0 0 2 2 11425 2 0
11 0 0 0 0 12 8 7428 12 0
3 1 0 0 0 5 3 12134 5 0
0 0 0 0 0 1 1 19884 1 0
17 8 0 0 0 26 12 6570 32 6
5 3 0 0 0 9 6 22697 10 1
0 1 0 0 0 2 2 4451 2 0
14 14 0 0 0 29 15 33176 35 6
7 9 0 0 0 17 8 28277 17 0
7 3 0 0 0 11 6 15501 11 0
19 16 0 0 0 36 16 38949 50 14
12 2 0 0 0 15 9 31245 15 0
